Straftat;Kanton;Ausführungsgrad;Aufklärungsgrad;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Exhibitionismus (Art. 194);Zürich;Vollendet;Unaufgeklärt;77;72;58;82;63;58;98;99;82;76;117;102;100;83
Exhibitionismus (Art. 194);Zürich;Vollendet;Aufgeklärt;47;47;63;52;48;42;72;69;58;97;65;86;84;99
Exhibitionismus (Art. 194);Zürich;Versucht;Unaufgeklärt;0;0;0;0;1;1;0;0;1;0;0;1;0;0
Exhibitionismus (Art. 194);Zürich;Versucht;Aufgeklärt;1;1;0;0;1;0;0;2;0;0;0;0;0;2
Exhibitionismus (Art. 194);Appenzell Ausserrhoden;Vollendet;Unaufgeklärt;0;0;3;0;0;2;0;0;1;0;0;0;0;0
Exhibitionismus (Art. 194);Appenzell Ausserrhoden;Vollendet;Aufgeklärt;4;0;1;0;0;0;0;6;2;0;3;0;0;0
Exhibitionismus (Art. 194);Appenzell Ausserrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Exhibitionismus (Art. 194);Appenzell Ausserrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Exhibitionismus (Art. 194);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;0;0;2;1;0;0;0;0;0;0;0;0;1;0
Exhibitionismus (Art. 194);Appenzell Innerrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Exhibitionismus (Art. 194);Appenzell Innerrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Exhibitionismus (Art. 194);Appenzell Innerrhoden;Versucht;Aufgeklärt;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Exhibitionismus (Art. 194);St. Gallen;Vollendet;Unaufgeklärt;19;7;15;11;6;9;5;3;6;5;8;5;1;5
Exhibitionismus (Art. 194);St. Gallen;Vollendet;Aufgeklärt;16;18;20;10;7;9;7;4;7;11;13;11;13;20
Exhibitionismus (Art. 194);St. Gallen;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Exhibitionismus (Art. 194);St. Gallen;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;3;0;0;0
Exhibitionismus (Art. 194);Graubünden;Vollendet;Unaufgeklärt;4;0;0;2;0;0;1;0;0;0;0;0;1;1
Exhibitionismus (Art. 194);Graubünden;Vollendet;Aufgeklärt;4;3;5;5;10;1;3;2;2;0;7;4;8;6
Exhibitionismus (Art. 194);Graubünden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Exhibitionismus (Art. 194);Graubünden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Exhibitionismus (Art. 194);Thurgau;Vollendet;Unaufgeklärt;6;2;6;9;4;1;1;2;3;5;4;1;0;2
Exhibitionismus (Art. 194);Thurgau;Vollendet;Aufgeklärt;3;8;4;17;5;11;2;0;4;16;3;4;0;4
Exhibitionismus (Art. 194);Thurgau;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Exhibitionismus (Art. 194);Thurgau;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Gefährdung (Art. 225);Zürich;Vollendet;Unaufgeklärt;90;54;71;7;2;4;3;0;2;2;5;5;5;4
Fahrlässige Gefährdung (Art. 225);Zürich;Vollendet;Aufgeklärt;16;14;5;4;3;3;3;4;4;3;3;2;3;2
Fahrlässige Gefährdung (Art. 225);Zürich;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Gefährdung (Art. 225);Zürich;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Gefährdung (Art. 225);Appenzell Ausserrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;3;0;1;1;1;0;0;0
Fahrlässige Gefährdung (Art. 225);Appenzell Ausserrhoden;Vollendet;Aufgeklärt;0;0;0;1;1;5;0;2;1;3;0;0;0;0
Fahrlässige Gefährdung (Art. 225);Appenzell Ausserrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Gefährdung (Art. 225);Appenzell Ausserrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Gefährdung (Art. 225);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Fahrlässige Gefährdung (Art. 225);Appenzell Innerrhoden;Vollendet;Aufgeklärt;0;0;0;0;1;0;1;0;0;0;0;0;0;0
Fahrlässige Gefährdung (Art. 225);Appenzell Innerrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Gefährdung (Art. 225);Appenzell Innerrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Gefährdung (Art. 225);St. Gallen;Vollendet;Unaufgeklärt;16;23;43;36;28;35;34;16;22;7;15;19;24;26
Fahrlässige Gefährdung (Art. 225);St. Gallen;Vollendet;Aufgeklärt;3;13;4;6;6;10;36;23;12;6;2;3;14;10
Fahrlässige Gefährdung (Art. 225);St. Gallen;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Gefährdung (Art. 225);St. Gallen;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Gefährdung (Art. 225);Graubünden;Vollendet;Unaufgeklärt;0;0;2;0;0;0;0;0;0;0;0;1;0;0
Fahrlässige Gefährdung (Art. 225);Graubünden;Vollendet;Aufgeklärt;0;1;0;1;0;1;0;0;1;0;1;0;0;0
Fahrlässige Gefährdung (Art. 225);Graubünden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Gefährdung (Art. 225);Graubünden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Gefährdung (Art. 225);Thurgau;Vollendet;Unaufgeklärt;1;0;0;0;0;0;1;1;0;0;0;1;3;1
Fahrlässige Gefährdung (Art. 225);Thurgau;Vollendet;Aufgeklärt;0;0;1;1;0;0;2;0;0;0;0;0;0;3
Fahrlässige Gefährdung (Art. 225);Thurgau;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Gefährdung (Art. 225);Thurgau;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Körperverletzung (Art. 125);Zürich;Vollendet;Unaufgeklärt;49;66;26;23;48;42;56;71;68;75;80;62;65;65
Fahrlässige Körperverletzung (Art. 125);Zürich;Vollendet;Aufgeklärt;88;70;139;111;84;95;118;140;144;163;157;144;135;142
Fahrlässige Körperverletzung (Art. 125);Zürich;Versucht;Unaufgeklärt;0;0;0;0;0;0;1;0;3;0;0;0;0;1
Fahrlässige Körperverletzung (Art. 125);Zürich;Versucht;Aufgeklärt;0;0;0;0;1;0;0;0;1;1;0;0;0;0
Fahrlässige Körperverletzung (Art. 125);Appenzell Ausserrhoden;Vollendet;Unaufgeklärt;1;0;1;2;1;0;2;2;1;1;0;1;1;0
Fahrlässige Körperverletzung (Art. 125);Appenzell Ausserrhoden;Vollendet;Aufgeklärt;3;4;1;5;12;8;2;2;2;2;1;2;2;1
Fahrlässige Körperverletzung (Art. 125);Appenzell Ausserrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Körperverletzung (Art. 125);Appenzell Ausserrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Körperverletzung (Art. 125);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;1;0;0;0;0;1;0;0;1;0;0;0;1;0
Fahrlässige Körperverletzung (Art. 125);Appenzell Innerrhoden;Vollendet;Aufgeklärt;3;0;3;1;0;2;1;2;4;3;3;1;0;2
Fahrlässige Körperverletzung (Art. 125);Appenzell Innerrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Körperverletzung (Art. 125);Appenzell Innerrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Körperverletzung (Art. 125);St. Gallen;Vollendet;Unaufgeklärt;10;5;10;9;7;4;4;7;4;5;2;4;7;6
Fahrlässige Körperverletzung (Art. 125);St. Gallen;Vollendet;Aufgeklärt;31;29;46;47;22;21;29;19;21;29;37;59;46;51
Fahrlässige Körperverletzung (Art. 125);St. Gallen;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Körperverletzung (Art. 125);St. Gallen;Versucht;Aufgeklärt;0;1;0;0;0;0;0;2;0;0;0;1;0;0
Fahrlässige Körperverletzung (Art. 125);Graubünden;Vollendet;Unaufgeklärt;2;3;3;3;0;3;1;1;1;3;3;2;0;1
Fahrlässige Körperverletzung (Art. 125);Graubünden;Vollendet;Aufgeklärt;7;6;13;22;18;24;20;11;18;19;18;21;20;21
Fahrlässige Körperverletzung (Art. 125);Graubünden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Körperverletzung (Art. 125);Graubünden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Körperverletzung (Art. 125);Thurgau;Vollendet;Unaufgeklärt;0;0;0;0;6;4;3;1;0;4;2;1;2;2
Fahrlässige Körperverletzung (Art. 125);Thurgau;Vollendet;Aufgeklärt;3;2;3;7;14;2;16;8;5;4;11;11;23;25
Fahrlässige Körperverletzung (Art. 125);Thurgau;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Körperverletzung (Art. 125);Thurgau;Versucht;Aufgeklärt;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Fahrlässige Tötung (Art. 117);Zürich;Vollendet;Unaufgeklärt;0;0;4;1;1;2;0;1;0;1;2;1;2;0
Fahrlässige Tötung (Art. 117);Zürich;Vollendet;Aufgeklärt;5;7;4;6;4;7;3;4;6;3;8;8;7;2
Fahrlässige Tötung (Art. 117);Zürich;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Tötung (Art. 117);Zürich;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Tötung (Art. 117);Appenzell Ausserrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Tötung (Art. 117);Appenzell Ausserrhoden;Vollendet;Aufgeklärt;0;1;0;0;0;0;0;0;0;0;1;0;1;0
Fahrlässige Tötung (Art. 117);Appenzell Ausserrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Tötung (Art. 117);Appenzell Ausserrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Tötung (Art. 117);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Tötung (Art. 117);Appenzell Innerrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;1;0;0;0;0;0;0;1
Fahrlässige Tötung (Art. 117);Appenzell Innerrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Tötung (Art. 117);Appenzell Innerrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Tötung (Art. 117);St. Gallen;Vollendet;Unaufgeklärt;0;0;0;1;1;0;0;0;1;0;0;1;0;0
Fahrlässige Tötung (Art. 117);St. Gallen;Vollendet;Aufgeklärt;1;1;1;4;1;1;0;4;1;0;1;1;6;0
Fahrlässige Tötung (Art. 117);St. Gallen;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Tötung (Art. 117);St. Gallen;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Tötung (Art. 117);Graubünden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Fahrlässige Tötung (Art. 117);Graubünden;Vollendet;Aufgeklärt;1;1;0;1;0;0;0;0;0;1;0;0;0;1
Fahrlässige Tötung (Art. 117);Graubünden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Tötung (Art. 117);Graubünden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Tötung (Art. 117);Thurgau;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Tötung (Art. 117);Thurgau;Vollendet;Aufgeklärt;0;0;1;0;1;1;0;0;1;0;0;0;2;1
Fahrlässige Tötung (Art. 117);Thurgau;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Tötung (Art. 117);Thurgau;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Verursachung einer Feuersbrunst (Art. 222);Zürich;Vollendet;Unaufgeklärt;7;2;11;4;5;5;6;6;6;5;6;8;4;7
Fahrlässige Verursachung einer Feuersbrunst (Art. 222);Zürich;Vollendet;Aufgeklärt;66;56;43;63;45;47;45;40;42;50;54;63;60;56
Fahrlässige Verursachung einer Feuersbrunst (Art. 222);Zürich;Versucht;Unaufgeklärt;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Verursachung einer Feuersbrunst (Art. 222);Zürich;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Verursachung einer Feuersbrunst (Art. 222);Appenzell Ausserrhoden;Vollendet;Unaufgeklärt;1;2;2;3;1;2;7;5;3;6;3;0;1;0
Fahrlässige Verursachung einer Feuersbrunst (Art. 222);Appenzell Ausserrhoden;Vollendet;Aufgeklärt;7;6;6;7;5;5;8;7;12;11;5;7;3;4
Fahrlässige Verursachung einer Feuersbrunst (Art. 222);Appenzell Ausserrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Verursachung einer Feuersbrunst (Art. 222);Appenzell Ausserrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Verursachung einer Feuersbrunst (Art. 222);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;0;2;0;2;0;0;0;0;0;2;0;0;0;0
Fahrlässige Verursachung einer Feuersbrunst (Art. 222);Appenzell Innerrhoden;Vollendet;Aufgeklärt;0;4;2;2;3;5;3;0;1;2;2;0;1;2
Fahrlässige Verursachung einer Feuersbrunst (Art. 222);Appenzell Innerrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Verursachung einer Feuersbrunst (Art. 222);Appenzell Innerrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Verursachung einer Feuersbrunst (Art. 222);St. Gallen;Vollendet;Unaufgeklärt;13;8;9;4;10;13;9;10;5;5;7;9;5;15
Fahrlässige Verursachung einer Feuersbrunst (Art. 222);St. Gallen;Vollendet;Aufgeklärt;37;54;69;70;53;57;54;66;51;55;39;58;38;37
Fahrlässige Verursachung einer Feuersbrunst (Art. 222);St. Gallen;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Fahrlässige Verursachung einer Feuersbrunst (Art. 222);St. Gallen;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Verursachung einer Feuersbrunst (Art. 222);Graubünden;Vollendet;Unaufgeklärt;2;1;9;4;3;4;2;3;2;1;4;1;4;5
Fahrlässige Verursachung einer Feuersbrunst (Art. 222);Graubünden;Vollendet;Aufgeklärt;22;28;30;32;25;25;23;22;14;29;24;15;25;26
Fahrlässige Verursachung einer Feuersbrunst (Art. 222);Graubünden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Verursachung einer Feuersbrunst (Art. 222);Graubünden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Verursachung einer Feuersbrunst (Art. 222);Thurgau;Vollendet;Unaufgeklärt;2;2;1;0;0;3;13;6;9;9;7;8;6;6
Fahrlässige Verursachung einer Feuersbrunst (Art. 222);Thurgau;Vollendet;Aufgeklärt;19;10;15;11;23;19;46;23;31;32;25;25;17;21
Fahrlässige Verursachung einer Feuersbrunst (Art. 222);Thurgau;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrlässige Verursachung einer Feuersbrunst (Art. 222);Thurgau;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrzeugdiebstahl (Art. 139);Zürich;Vollendet;Unaufgeklärt;6904;6969;7881;6965;6366;7942;7335;6553;6982;7216;7556;7736;6503;7724
Fahrzeugdiebstahl (Art. 139);Zürich;Vollendet;Aufgeklärt;276;233;231;299;181;217;215;202;220;340;470;484;444;427
Fahrzeugdiebstahl (Art. 139);Zürich;Versucht;Unaufgeklärt;64;47;59;55;47;70;51;30;18;34;28;39;28;37
Fahrzeugdiebstahl (Art. 139);Zürich;Versucht;Aufgeklärt;15;15;16;6;13;19;12;15;11;12;26;11;33;22
Fahrzeugdiebstahl (Art. 139);Appenzell Ausserrhoden;Vollendet;Unaufgeklärt;153;115;135;118;71;72;80;69;52;38;69;61;64;96
Fahrzeugdiebstahl (Art. 139);Appenzell Ausserrhoden;Vollendet;Aufgeklärt;4;4;4;2;2;1;1;1;5;2;5;5;5;16
Fahrzeugdiebstahl (Art. 139);Appenzell Ausserrhoden;Versucht;Unaufgeklärt;0;0;0;1;0;0;0;1;0;0;1;0;0;0
Fahrzeugdiebstahl (Art. 139);Appenzell Ausserrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Fahrzeugdiebstahl (Art. 139);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;135;91;73;62;55;66;71;79;56;52;43;23;34;31
Fahrzeugdiebstahl (Art. 139);Appenzell Innerrhoden;Vollendet;Aufgeklärt;1;0;0;0;1;1;0;0;0;3;0;1;0;2
Fahrzeugdiebstahl (Art. 139);Appenzell Innerrhoden;Versucht;Unaufgeklärt;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Fahrzeugdiebstahl (Art. 139);Appenzell Innerrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrzeugdiebstahl (Art. 139);St. Gallen;Vollendet;Unaufgeklärt;3236;2767;2516;1984;1763;1961;1696;1774;1711;1912;1877;1679;1602;2083
Fahrzeugdiebstahl (Art. 139);St. Gallen;Vollendet;Aufgeklärt;153;171;141;118;97;93;118;84;56;86;74;99;125;136
Fahrzeugdiebstahl (Art. 139);St. Gallen;Versucht;Unaufgeklärt;23;7;12;9;8;8;3;2;4;6;4;5;4;5
Fahrzeugdiebstahl (Art. 139);St. Gallen;Versucht;Aufgeklärt;2;2;4;1;2;0;0;4;4;3;6;2;2;8
Fahrzeugdiebstahl (Art. 139);Graubünden;Vollendet;Unaufgeklärt;778;763;688;658;640;628;424;628;552;582;518;523;597;623
Fahrzeugdiebstahl (Art. 139);Graubünden;Vollendet;Aufgeklärt;14;22;10;31;8;55;48;24;8;34;31;30;33;57
Fahrzeugdiebstahl (Art. 139);Graubünden;Versucht;Unaufgeklärt;2;2;3;2;12;5;2;0;5;1;1;0;2;0
Fahrzeugdiebstahl (Art. 139);Graubünden;Versucht;Aufgeklärt;0;1;0;1;0;5;0;0;0;0;2;1;1;0
Fahrzeugdiebstahl (Art. 139);Thurgau;Vollendet;Unaufgeklärt;1748;1489;1388;1171;999;1126;1003;1038;894;1025;1105;933;1269;1494
Fahrzeugdiebstahl (Art. 139);Thurgau;Vollendet;Aufgeklärt;37;64;48;48;45;78;40;28;48;44;36;48;43;55
Fahrzeugdiebstahl (Art. 139);Thurgau;Versucht;Unaufgeklärt;21;6;13;5;4;3;3;2;0;4;2;2;3;6
Fahrzeugdiebstahl (Art. 139);Thurgau;Versucht;Aufgeklärt;3;4;2;2;1;4;0;0;1;5;1;1;0;1
Fahrzeugeinbruchdiebstahl (Art. 139);Zürich;Vollendet;Unaufgeklärt;2995;1736;2145;2673;2219;1291;866;761;736;345;315;617;514;525
Fahrzeugeinbruchdiebstahl (Art. 139);Zürich;Vollendet;Aufgeklärt;278;139;155;215;225;160;66;75;124;57;59;134;85;156
Fahrzeugeinbruchdiebstahl (Art. 139);Zürich;Versucht;Unaufgeklärt;627;413;449;623;611;443;250;212;132;140;112;221;204;170
Fahrzeugeinbruchdiebstahl (Art. 139);Zürich;Versucht;Aufgeklärt;206;27;73;28;86;86;32;29;23;27;40;42;50;73
Fahrzeugeinbruchdiebstahl (Art. 139);Appenzell Ausserrhoden;Vollendet;Unaufgeklärt;11;7;11;8;2;1;3;4;4;0;1;15;10;3
Fahrzeugeinbruchdiebstahl (Art. 139);Appenzell Ausserrhoden;Vollendet;Aufgeklärt;2;26;2;7;2;0;4;0;1;0;0;0;19;0
Fahrzeugeinbruchdiebstahl (Art. 139);Appenzell Ausserrhoden;Versucht;Unaufgeklärt;3;1;5;4;0;2;0;3;0;2;0;4;3;2
Fahrzeugeinbruchdiebstahl (Art. 139);Appenzell Ausserrhoden;Versucht;Aufgeklärt;1;17;1;1;0;0;0;1;0;0;0;0;1;0
Fahrzeugeinbruchdiebstahl (Art. 139);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;0;0;1;1;0;0;0;0;0;0;0;1;1;0
Fahrzeugeinbruchdiebstahl (Art. 139);Appenzell Innerrhoden;Vollendet;Aufgeklärt;0;0;0;2;0;0;0;0;0;1;0;0;0;0
Fahrzeugeinbruchdiebstahl (Art. 139);Appenzell Innerrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrzeugeinbruchdiebstahl (Art. 139);Appenzell Innerrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fahrzeugeinbruchdiebstahl (Art. 139);St. Gallen;Vollendet;Unaufgeklärt;264;216;454;259;194;178;145;132;61;72;50;87;84;47
Fahrzeugeinbruchdiebstahl (Art. 139);St. Gallen;Vollendet;Aufgeklärt;42;32;82;90;30;29;21;30;7;16;15;46;18;15
Fahrzeugeinbruchdiebstahl (Art. 139);St. Gallen;Versucht;Unaufgeklärt;88;54;102;118;82;61;45;27;18;12;16;31;31;18
Fahrzeugeinbruchdiebstahl (Art. 139);St. Gallen;Versucht;Aufgeklärt;10;9;36;31;14;8;9;13;6;13;5;16;12;1
Fahrzeugeinbruchdiebstahl (Art. 139);Graubünden;Vollendet;Unaufgeklärt;72;61;73;80;54;44;37;31;27;20;16;18;12;31
Fahrzeugeinbruchdiebstahl (Art. 139);Graubünden;Vollendet;Aufgeklärt;20;8;11;16;1;3;9;5;4;5;8;36;4;36
Fahrzeugeinbruchdiebstahl (Art. 139);Graubünden;Versucht;Unaufgeklärt;1;10;25;46;21;20;11;9;11;9;11;3;2;10
Fahrzeugeinbruchdiebstahl (Art. 139);Graubünden;Versucht;Aufgeklärt;0;0;1;9;1;1;6;1;2;1;2;25;4;7
Fahrzeugeinbruchdiebstahl (Art. 139);Thurgau;Vollendet;Unaufgeklärt;127;58;208;206;98;126;112;98;50;43;66;33;52;68
Fahrzeugeinbruchdiebstahl (Art. 139);Thurgau;Vollendet;Aufgeklärt;24;27;14;34;42;15;21;6;2;7;3;5;3;6
Fahrzeugeinbruchdiebstahl (Art. 139);Thurgau;Versucht;Unaufgeklärt;23;7;22;16;12;15;15;13;7;9;8;1;12;19
Fahrzeugeinbruchdiebstahl (Art. 139);Thurgau;Versucht;Aufgeklärt;2;2;2;3;7;1;1;2;3;1;1;0;1;19
Falsche Anschuldigung (Art. 303);Zürich;Vollendet;Unaufgeklärt;6;5;2;4;2;8;7;2;3;3;5;9;2;1
Falsche Anschuldigung (Art. 303);Zürich;Vollendet;Aufgeklärt;230;154;110;93;157;135;153;102;118;123;107;127;97;101
Falsche Anschuldigung (Art. 303);Zürich;Versucht;Unaufgeklärt;1;0;0;0;0;0;0;0;0;1;3;0;0;0
Falsche Anschuldigung (Art. 303);Zürich;Versucht;Aufgeklärt;1;0;1;0;0;1;2;1;1;2;0;0;0;0
Falsche Anschuldigung (Art. 303);Appenzell Ausserrhoden;Vollendet;Unaufgeklärt;1;1;1;0;0;1;0;0;0;0;0;1;1;2
Falsche Anschuldigung (Art. 303);Appenzell Ausserrhoden;Vollendet;Aufgeklärt;6;3;1;1;2;2;2;4;6;4;6;4;6;4
Falsche Anschuldigung (Art. 303);Appenzell Ausserrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Falsche Anschuldigung (Art. 303);Appenzell Ausserrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Falsche Anschuldigung (Art. 303);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Falsche Anschuldigung (Art. 303);Appenzell Innerrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;1;0;0;0;0;0;2;1
Falsche Anschuldigung (Art. 303);Appenzell Innerrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Falsche Anschuldigung (Art. 303);Appenzell Innerrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Falsche Anschuldigung (Art. 303);St. Gallen;Vollendet;Unaufgeklärt;8;0;1;1;4;0;2;2;2;1;0;1;1;0
Falsche Anschuldigung (Art. 303);St. Gallen;Vollendet;Aufgeklärt;15;25;19;17;25;27;25;23;27;17;37;36;37;45
Falsche Anschuldigung (Art. 303);St. Gallen;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Falsche Anschuldigung (Art. 303);St. Gallen;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Falsche Anschuldigung (Art. 303);Graubünden;Vollendet;Unaufgeklärt;1;0;0;0;2;0;0;0;0;1;1;0;0;1
Falsche Anschuldigung (Art. 303);Graubünden;Vollendet;Aufgeklärt;11;13;10;11;12;20;10;13;23;17;15;13;20;15
Falsche Anschuldigung (Art. 303);Graubünden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Falsche Anschuldigung (Art. 303);Graubünden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Falsche Anschuldigung (Art. 303);Thurgau;Vollendet;Unaufgeklärt;1;0;0;0;0;0;0;0;0;1;0;0;0;1
Falsche Anschuldigung (Art. 303);Thurgau;Vollendet;Aufgeklärt;18;8;10;9;7;15;11;8;14;9;8;12;14;9
Falsche Anschuldigung (Art. 303);Thurgau;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Falsche Anschuldigung (Art. 303);Thurgau;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
