Straftat;Kanton;Ausführungsgrad;Aufklärungsgrad;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Verletzung des Post-/Fernmeldegeheimnisses (Art. 321ter);Zürich;Vollendet;Unaufgeklärt;24;4;44;8;3;6;53;16;23;29;29;54;43;32
Verletzung des Post-/Fernmeldegeheimnisses (Art. 321ter);Zürich;Vollendet;Aufgeklärt;151;21;33;10;7;45;5;9;8;36;15;16;17;20
Verletzung des Post-/Fernmeldegeheimnisses (Art. 321ter);Zürich;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung des Post-/Fernmeldegeheimnisses (Art. 321ter);Zürich;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;2;0;0
Verletzung des Post-/Fernmeldegeheimnisses (Art. 321ter);Appenzell Ausserrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;1;0;0;1
Verletzung des Post-/Fernmeldegeheimnisses (Art. 321ter);Appenzell Ausserrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung des Post-/Fernmeldegeheimnisses (Art. 321ter);Appenzell Ausserrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung des Post-/Fernmeldegeheimnisses (Art. 321ter);Appenzell Ausserrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung des Post-/Fernmeldegeheimnisses (Art. 321ter);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung des Post-/Fernmeldegeheimnisses (Art. 321ter);Appenzell Innerrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung des Post-/Fernmeldegeheimnisses (Art. 321ter);Appenzell Innerrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung des Post-/Fernmeldegeheimnisses (Art. 321ter);Appenzell Innerrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung des Post-/Fernmeldegeheimnisses (Art. 321ter);St. Gallen;Vollendet;Unaufgeklärt;2;1;1;1;1;0;2;0;627;1;2;1;2;1
Verletzung des Post-/Fernmeldegeheimnisses (Art. 321ter);St. Gallen;Vollendet;Aufgeklärt;0;0;3;0;0;0;0;1;55;80;0;1;130;0
Verletzung des Post-/Fernmeldegeheimnisses (Art. 321ter);St. Gallen;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung des Post-/Fernmeldegeheimnisses (Art. 321ter);St. Gallen;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung des Post-/Fernmeldegeheimnisses (Art. 321ter);Graubünden;Vollendet;Unaufgeklärt;0;0;1;1;0;0;0;0;1;0;1;0;0;1
Verletzung des Post-/Fernmeldegeheimnisses (Art. 321ter);Graubünden;Vollendet;Aufgeklärt;0;0;1;0;0;0;0;0;1;6;0;1;0;0
Verletzung des Post-/Fernmeldegeheimnisses (Art. 321ter);Graubünden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung des Post-/Fernmeldegeheimnisses (Art. 321ter);Graubünden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung des Post-/Fernmeldegeheimnisses (Art. 321ter);Thurgau;Vollendet;Unaufgeklärt;0;0;0;0;0;1;0;1;0;0;2;1;0;0
Verletzung des Post-/Fernmeldegeheimnisses (Art. 321ter);Thurgau;Vollendet;Aufgeklärt;0;1;0;0;0;0;0;0;0;1;1;0;2;0
Verletzung des Post-/Fernmeldegeheimnisses (Art. 321ter);Thurgau;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung des Post-/Fernmeldegeheimnisses (Art. 321ter);Thurgau;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung des Schriftgeheimnisses (Art. 179);Zürich;Vollendet;Unaufgeklärt;25;20;22;24;33;48;82;61;117;163;183;278;387;502
Verletzung des Schriftgeheimnisses (Art. 179);Zürich;Vollendet;Aufgeklärt;26;27;43;16;18;64;26;43;49;41;95;92;138;90
Verletzung des Schriftgeheimnisses (Art. 179);Zürich;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;5;2;0;0;0;0
Verletzung des Schriftgeheimnisses (Art. 179);Zürich;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Verletzung des Schriftgeheimnisses (Art. 179);Appenzell Ausserrhoden;Vollendet;Unaufgeklärt;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Verletzung des Schriftgeheimnisses (Art. 179);Appenzell Ausserrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;2;0;0;0;0;0
Verletzung des Schriftgeheimnisses (Art. 179);Appenzell Ausserrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung des Schriftgeheimnisses (Art. 179);Appenzell Ausserrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung des Schriftgeheimnisses (Art. 179);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Verletzung des Schriftgeheimnisses (Art. 179);Appenzell Innerrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Verletzung des Schriftgeheimnisses (Art. 179);Appenzell Innerrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung des Schriftgeheimnisses (Art. 179);Appenzell Innerrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung des Schriftgeheimnisses (Art. 179);St. Gallen;Vollendet;Unaufgeklärt;563;2;2;3;1;4;12;5;5;12;17;5;8;5
Verletzung des Schriftgeheimnisses (Art. 179);St. Gallen;Vollendet;Aufgeklärt;1;3;3;5;1;2;9;10;1;8;6;17;5;25
Verletzung des Schriftgeheimnisses (Art. 179);St. Gallen;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung des Schriftgeheimnisses (Art. 179);St. Gallen;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung des Schriftgeheimnisses (Art. 179);Graubünden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;1;1;1;17;34
Verletzung des Schriftgeheimnisses (Art. 179);Graubünden;Vollendet;Aufgeklärt;2;1;0;0;1;0;2;0;0;1;3;1;4;17
Verletzung des Schriftgeheimnisses (Art. 179);Graubünden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung des Schriftgeheimnisses (Art. 179);Graubünden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung des Schriftgeheimnisses (Art. 179);Thurgau;Vollendet;Unaufgeklärt;0;0;0;0;0;1;0;1;1;0;3;0;0;0
Verletzung des Schriftgeheimnisses (Art. 179);Thurgau;Vollendet;Aufgeklärt;1;1;0;1;2;2;1;3;4;0;1;0;1;2
Verletzung des Schriftgeheimnisses (Art. 179);Thurgau;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung des Schriftgeheimnisses (Art. 179);Thurgau;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung fremder Gebietshoheit (Art. 299);Zürich;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung fremder Gebietshoheit (Art. 299);Zürich;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung fremder Gebietshoheit (Art. 299);Zürich;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung fremder Gebietshoheit (Art. 299);Zürich;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung fremder Gebietshoheit (Art. 299);Appenzell Ausserrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung fremder Gebietshoheit (Art. 299);Appenzell Ausserrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung fremder Gebietshoheit (Art. 299);Appenzell Ausserrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung fremder Gebietshoheit (Art. 299);Appenzell Ausserrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung fremder Gebietshoheit (Art. 299);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung fremder Gebietshoheit (Art. 299);Appenzell Innerrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung fremder Gebietshoheit (Art. 299);Appenzell Innerrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung fremder Gebietshoheit (Art. 299);Appenzell Innerrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung fremder Gebietshoheit (Art. 299);St. Gallen;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung fremder Gebietshoheit (Art. 299);St. Gallen;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung fremder Gebietshoheit (Art. 299);St. Gallen;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung fremder Gebietshoheit (Art. 299);St. Gallen;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung fremder Gebietshoheit (Art. 299);Graubünden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung fremder Gebietshoheit (Art. 299);Graubünden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung fremder Gebietshoheit (Art. 299);Graubünden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung fremder Gebietshoheit (Art. 299);Graubünden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung fremder Gebietshoheit (Art. 299);Thurgau;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung fremder Gebietshoheit (Art. 299);Thurgau;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung fremder Gebietshoheit (Art. 299);Thurgau;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung fremder Gebietshoheit (Art. 299);Thurgau;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung militärischer Geheimnisse (Art. 329);Zürich;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung militärischer Geheimnisse (Art. 329);Zürich;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung militärischer Geheimnisse (Art. 329);Zürich;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung militärischer Geheimnisse (Art. 329);Zürich;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung militärischer Geheimnisse (Art. 329);Appenzell Ausserrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung militärischer Geheimnisse (Art. 329);Appenzell Ausserrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung militärischer Geheimnisse (Art. 329);Appenzell Ausserrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung militärischer Geheimnisse (Art. 329);Appenzell Ausserrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung militärischer Geheimnisse (Art. 329);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung militärischer Geheimnisse (Art. 329);Appenzell Innerrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung militärischer Geheimnisse (Art. 329);Appenzell Innerrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung militärischer Geheimnisse (Art. 329);Appenzell Innerrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung militärischer Geheimnisse (Art. 329);St. Gallen;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung militärischer Geheimnisse (Art. 329);St. Gallen;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung militärischer Geheimnisse (Art. 329);St. Gallen;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung militärischer Geheimnisse (Art. 329);St. Gallen;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung militärischer Geheimnisse (Art. 329);Graubünden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung militärischer Geheimnisse (Art. 329);Graubünden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung militärischer Geheimnisse (Art. 329);Graubünden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung militärischer Geheimnisse (Art. 329);Graubünden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung militärischer Geheimnisse (Art. 329);Thurgau;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung militärischer Geheimnisse (Art. 329);Thurgau;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung militärischer Geheimnisse (Art. 329);Thurgau;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung militärischer Geheimnisse (Art. 329);Thurgau;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung schweizerischer Gebietshoheit (Art. 269);Zürich;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung schweizerischer Gebietshoheit (Art. 269);Zürich;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung schweizerischer Gebietshoheit (Art. 269);Zürich;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung schweizerischer Gebietshoheit (Art. 269);Zürich;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung schweizerischer Gebietshoheit (Art. 269);Appenzell Ausserrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung schweizerischer Gebietshoheit (Art. 269);Appenzell Ausserrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung schweizerischer Gebietshoheit (Art. 269);Appenzell Ausserrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung schweizerischer Gebietshoheit (Art. 269);Appenzell Ausserrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung schweizerischer Gebietshoheit (Art. 269);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung schweizerischer Gebietshoheit (Art. 269);Appenzell Innerrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung schweizerischer Gebietshoheit (Art. 269);Appenzell Innerrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung schweizerischer Gebietshoheit (Art. 269);Appenzell Innerrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung schweizerischer Gebietshoheit (Art. 269);St. Gallen;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung schweizerischer Gebietshoheit (Art. 269);St. Gallen;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung schweizerischer Gebietshoheit (Art. 269);St. Gallen;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung schweizerischer Gebietshoheit (Art. 269);St. Gallen;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung schweizerischer Gebietshoheit (Art. 269);Graubünden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung schweizerischer Gebietshoheit (Art. 269);Graubünden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung schweizerischer Gebietshoheit (Art. 269);Graubünden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung schweizerischer Gebietshoheit (Art. 269);Graubünden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung schweizerischer Gebietshoheit (Art. 269);Thurgau;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung schweizerischer Gebietshoheit (Art. 269);Thurgau;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung schweizerischer Gebietshoheit (Art. 269);Thurgau;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verletzung schweizerischer Gebietshoheit (Art. 269);Thurgau;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verleumdung (Art. 174);Zürich;Vollendet;Unaufgeklärt;0;1;18;32;34;19;35;40;45;42;66;55;59;79
Verleumdung (Art. 174);Zürich;Vollendet;Aufgeklärt;7;9;187;216;282;276;255;359;274;396;339;418;337;307
Verleumdung (Art. 174);Zürich;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;1;1;2;0;0;0;3
Verleumdung (Art. 174);Zürich;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;1;0;0;1
Verleumdung (Art. 174);Appenzell Ausserrhoden;Vollendet;Unaufgeklärt;1;0;0;0;0;0;0;1;0;2;1;0;2;0
Verleumdung (Art. 174);Appenzell Ausserrhoden;Vollendet;Aufgeklärt;3;5;2;9;7;7;5;1;2;2;1;5;8;1
Verleumdung (Art. 174);Appenzell Ausserrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verleumdung (Art. 174);Appenzell Ausserrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verleumdung (Art. 174);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;0;0;1;0;0;1;1;1;0;0;1;0;0;0
Verleumdung (Art. 174);Appenzell Innerrhoden;Vollendet;Aufgeklärt;0;0;1;0;1;2;2;3;0;3;0;2;1;1
Verleumdung (Art. 174);Appenzell Innerrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Verleumdung (Art. 174);Appenzell Innerrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verleumdung (Art. 174);St. Gallen;Vollendet;Unaufgeklärt;4;5;2;3;5;4;3;8;9;3;1;11;9;8
Verleumdung (Art. 174);St. Gallen;Vollendet;Aufgeklärt;7;17;19;36;26;32;12;26;27;17;19;34;33;33
Verleumdung (Art. 174);St. Gallen;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;1;1;0;0
Verleumdung (Art. 174);St. Gallen;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verleumdung (Art. 174);Graubünden;Vollendet;Unaufgeklärt;0;0;3;1;3;0;1;1;2;4;3;1;0;1
Verleumdung (Art. 174);Graubünden;Vollendet;Aufgeklärt;2;1;14;19;10;16;6;21;17;23;21;25;21;22
Verleumdung (Art. 174);Graubünden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verleumdung (Art. 174);Graubünden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verleumdung (Art. 174);Thurgau;Vollendet;Unaufgeklärt;1;1;3;5;1;3;3;4;3;5;2;2;3;1
Verleumdung (Art. 174);Thurgau;Vollendet;Aufgeklärt;1;3;9;6;14;23;16;12;16;22;12;17;14;24
Verleumdung (Art. 174);Thurgau;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verleumdung (Art. 174);Thurgau;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vernachlässigung von Unterhaltspflichten (Art. 217);Zürich;Vollendet;Unaufgeklärt;1;0;2;1;0;0;0;2;0;1;0;3;1;0
Vernachlässigung von Unterhaltspflichten (Art. 217);Zürich;Vollendet;Aufgeklärt;56;70;60;59;41;70;56;44;58;56;59;61;65;44
Vernachlässigung von Unterhaltspflichten (Art. 217);Zürich;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vernachlässigung von Unterhaltspflichten (Art. 217);Zürich;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vernachlässigung von Unterhaltspflichten (Art. 217);Appenzell Ausserrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vernachlässigung von Unterhaltspflichten (Art. 217);Appenzell Ausserrhoden;Vollendet;Aufgeklärt;1;0;0;0;1;0;1;3;2;2;3;0;1;1
Vernachlässigung von Unterhaltspflichten (Art. 217);Appenzell Ausserrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vernachlässigung von Unterhaltspflichten (Art. 217);Appenzell Ausserrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vernachlässigung von Unterhaltspflichten (Art. 217);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vernachlässigung von Unterhaltspflichten (Art. 217);Appenzell Innerrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;1;0;1;1;0;0;0;1;0
Vernachlässigung von Unterhaltspflichten (Art. 217);Appenzell Innerrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vernachlässigung von Unterhaltspflichten (Art. 217);Appenzell Innerrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vernachlässigung von Unterhaltspflichten (Art. 217);St. Gallen;Vollendet;Unaufgeklärt;0;1;0;2;0;0;0;0;0;0;0;0;0;0
Vernachlässigung von Unterhaltspflichten (Art. 217);St. Gallen;Vollendet;Aufgeklärt;2;11;9;9;11;12;21;7;9;12;8;6;9;10
Vernachlässigung von Unterhaltspflichten (Art. 217);St. Gallen;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vernachlässigung von Unterhaltspflichten (Art. 217);St. Gallen;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vernachlässigung von Unterhaltspflichten (Art. 217);Graubünden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Vernachlässigung von Unterhaltspflichten (Art. 217);Graubünden;Vollendet;Aufgeklärt;4;2;3;8;3;3;8;10;10;3;3;2;9;6
Vernachlässigung von Unterhaltspflichten (Art. 217);Graubünden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vernachlässigung von Unterhaltspflichten (Art. 217);Graubünden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vernachlässigung von Unterhaltspflichten (Art. 217);Thurgau;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vernachlässigung von Unterhaltspflichten (Art. 217);Thurgau;Vollendet;Aufgeklärt;10;4;9;9;7;5;9;6;4;7;10;7;6;11
Vernachlässigung von Unterhaltspflichten (Art. 217);Thurgau;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vernachlässigung von Unterhaltspflichten (Art. 217);Thurgau;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Veröffentlichung amtlicher geheimer Verhandlungen (Art. 293);Zürich;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Veröffentlichung amtlicher geheimer Verhandlungen (Art. 293);Zürich;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;1;1;0
Veröffentlichung amtlicher geheimer Verhandlungen (Art. 293);Zürich;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Veröffentlichung amtlicher geheimer Verhandlungen (Art. 293);Zürich;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Veröffentlichung amtlicher geheimer Verhandlungen (Art. 293);Appenzell Ausserrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Veröffentlichung amtlicher geheimer Verhandlungen (Art. 293);Appenzell Ausserrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Veröffentlichung amtlicher geheimer Verhandlungen (Art. 293);Appenzell Ausserrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Veröffentlichung amtlicher geheimer Verhandlungen (Art. 293);Appenzell Ausserrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Veröffentlichung amtlicher geheimer Verhandlungen (Art. 293);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Veröffentlichung amtlicher geheimer Verhandlungen (Art. 293);Appenzell Innerrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;2
Veröffentlichung amtlicher geheimer Verhandlungen (Art. 293);Appenzell Innerrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Veröffentlichung amtlicher geheimer Verhandlungen (Art. 293);Appenzell Innerrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Veröffentlichung amtlicher geheimer Verhandlungen (Art. 293);St. Gallen;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Veröffentlichung amtlicher geheimer Verhandlungen (Art. 293);St. Gallen;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Veröffentlichung amtlicher geheimer Verhandlungen (Art. 293);St. Gallen;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
